id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
25639384,Casa León y Gama,19115247,Yollotl,,Cuauhtémoc,19.41754,-99.13636,Entire home/apt,600,15,12,2019-01-23,0.16,1,363,0,
26023565,Around the World @ WTC perfect for business/ relax,158075718,Guest House,,Benito Juárez,19.39237,-99.16254,Entire home/apt,900,1,150,2024-06-02,2.05,12,160,21,
25669817,"Modern, trendy 2-floor flat at the heart Reforma",32178978,Magda Y Adrian,,Cuauhtémoc,19.42974,-99.17126,Entire home/apt,,2,77,2020-10-28,1.17,1,0,0,
26028236,"TINA by Don Jacinto, Family Apartment",99434077,Don Jacinto,,Miguel Hidalgo,19.41969,-99.17754,Entire home/apt,3389,2,47,2024-05-28,0.66,8,327,6,
25676577,Departamento Independiente,59241954,Manuel & Lety,,Cuajimalpa de Morelos,19.35832,-99.28898,Private room,20000,3,0,,,1,180,0,
26037501,Quiet private room in a cozy flat in Coyoacán,195684049,Evert,,Coyoacán,19.34517,-99.15037,Private room,,1,0,,,1,0,0,
25680420,Quiet & Affordable Home Away From Home,193307230,Ana,,Miguel Hidalgo,19.40493,-99.17691,Entire home/apt,865,2,60,2024-05-05,0.82,1,290,9,
26041719,1A Cómodo y atractivo en el centro histórico CDMX,135708879,Diana,,Cuauhtémoc,19.4272079,-99.1370308,Entire home/apt,877,1,85,2024-06-12,1.16,32,347,26,
25714180,Beautiful Private Room across Carso & Antara Mall,160585155,Vanessa,,Miguel Hidalgo,19.44181,-99.20339,Private room,,2,22,2019-11-22,0.30,1,0,0,
26041854,Estudio a 3 km de zona de hospitales Tlalpan.,66394927,Gabriela,,Tlalpan,19.27909,-99.14551,Entire home/apt,478,15,4,2020-10-03,0.05,2,118,0,
25719969,"Spacious in Polanco, 3 bedrooms, 2 baths, parking",35255741,Juan,,Miguel Hidalgo,19.436552,-99.209091,Entire home/apt,1473,1,399,2024-06-11,5.47,28,338,72,
26044096,Linda habitación,109059481,Maricela,,Cuauhtémoc,19.40682,-99.16393,Private room,531,1,20,2024-03-17,0.27,7,360,5,
26054359,Col. Roma Depto-Estudio. Una Rec. Cama Individual,195802203,María Guadalupe,,Cuauhtémoc,19.40796,-99.16306,Entire home/apt,550,14,10,2020-04-22,0.14,1,358,0,
25739571,"Exelent location. King bed , private bathroom,",193518398,Torben,,Cuauhtémoc,19.41432,-99.16152,Private room,714,4,225,2024-06-23,3.07,1,79,37,
26054630,Departamento en Ciudad de los Deportes,168279118,Juan Carlos,,Benito Juárez,19.38473,-99.17565,Entire home/apt,796,2,181,2024-06-24,2.50,3,262,33,
25744031,LOFT CIBELES,36138492,Carmina,,Cuauhtémoc,19.42158,-99.16612,Entire home/apt,1999,2,44,2023-10-30,0.67,2,331,2,
25744205,Departamento a un paso del parque,32970363,Inma,,Álvaro Obregón,19.34273,-99.2529,Entire home/apt,,7,1,2018-09-24,0.01,1,0,0,
26057141,Linda y cómoda habitación,7116734,Mafer,,Coyoacán,19.34479,-99.12857,Private room,263,2,22,2022-10-20,0.30,5,187,0,
25748003,Acogedor departamento en Ciudad de México,193544442,Roberto,,Gustavo A. Madero,19.47338,-99.14029,Entire home/apt,950,2,33,2022-04-16,0.45,3,177,0,
26062216,Condesa Art Deco Jewel w/lovely Patio and Atrium,5974590,Chris,,Cuauhtémoc,19.40860939025879,-99.17134857177734,Entire home/apt,2284,1,88,2024-04-24,1.21,4,299,9,
26064474,Belle House in Coyoacan near UNAM (small room),138575156,Ruth,,Coyoacán,19.33678,-99.17713,Private room,700,2,14,2023-10-12,0.19,1,364,5,
25748167,Bright New-Build Apartment W/high Speed Internet at Condesa,61276494,Caste,,Cuauhtémoc,19.41526,-99.17885,Entire home/apt,1862,2,196,2024-06-20,2.88,7,314,39,
25764742,The perfect room in downtown Tlalpan,50373623,Adriana,,Tlalpan,19.28741,-99.17034,Private room,,5,30,2020-01-16,0.43,4,0,0,
26080808,Big lovely and sunny room in upscale Lomas,6745496,Florencia,,Miguel Hidalgo,19.4279,-99.21057,Private room,780,3,4,2021-11-01,0.06,2,4,0,
26280733,CHIQUIS ROOMS,21052724,Andrea,,Benito Juárez,19.3684,-99.1602,Private room,350,7,0,,,1,365,0,
26082350,Acogedor estudio,7116734,Mafer,,Coyoacán,19.344,-99.1268,Entire home/apt,450,2,38,2024-01-07,0.55,5,248,8,
26302032,Papalotl,197763781,Víctor,,La Magdalena Contreras,19.31885,-99.22538,Private room,550,1,23,2022-03-14,0.32,1,180,0,
26082753,Habitación 5 min del AEROP CDMX y 15 min Foro Sol.,184143597,Alma,,Venustiano Carranza,19.41845,-99.08398,Private room,600,1,87,2024-02-26,1.20,2,179,13,
26303410,"Z1. Big room, shared apartment in La Condesa",171894446,Alejandra,,Cuauhtémoc,19.41661834716797,-99.17780303955078,Private room,390,3,20,2024-03-28,0.29,18,326,1,
26083548,Cuarto amplio con baño compartido en la mejor zona,52578062,Lucila,,Cuauhtémoc,19.41834,-99.1693,Private room,686,1,114,2024-06-06,1.57,8,0,4,
26304458,"Comfortable room, apartment in la Condesa.",171894446,Alejandra,,Cuauhtémoc,19.41661834716797,-99.17780303955078,Private room,367,3,50,2024-06-10,0.69,18,300,15,
26084315,Cozy Roma Norte Apartment,97182885,Eduardo,,Cuauhtémoc,19.42236,-99.16411,Entire home/apt,1135,2,85,2024-06-01,1.16,2,359,6,
26305478,Business Private Bedroom all new // Close to WTC,115849750,Kristian,,Benito Juárez,19.37948,-99.15608,Private room,,2,0,,,1,0,0,
26307728,⭐️Roma Norte Full Stylish Apartment w/ roof garden,66522047,Stefano,,Cuauhtémoc,19.42124,-99.15545,Entire home/apt,1334,1,370,2024-06-15,5.08,16,361,26,
26084659,Acogedor departamento bien ubicado en Azcapotzalco,196002809,Yankel,,Azcapotzalco,19.48328,-99.19308,Entire home/apt,,3,28,2022-09-23,0.42,2,0,0,
26103209,Two apartments right at CDMX City Center,6573910,Cristina,,Cuauhtémoc,19.43945,-99.14771,Entire home/apt,2621,1,40,2024-06-16,0.56,23,250,11,
26326988,"Lugar Tranquilo, Con áreas verdes",173706457,Marcela,,Miguel Hidalgo,19.44962,-99.21486,Private room,,5,0,,,1,0,0,
26329281,Charming Boutique Suite in Condesa,2547869,Casa Corp Boutique Suites Condesa,,Cuauhtémoc,19.40584,-99.17214,Entire home/apt,2636,1,0,,,10,178,0,
26108173,Super agradable y céntrico Miniloft Zona Centro,158988002,María Cristina,,Cuauhtémoc,19.44067,-99.1634,Entire home/apt,681,2,127,2024-06-23,1.75,4,161,32,
26329488,"MASTER SUITE-3 CASA CORP, CONDESA",2547869,Casa Corp Boutique Suites Condesa,,Cuauhtémoc,19.40584,-99.17214,Entire home/apt,,1,0,,,10,355,0,
26108572,Cozy room in polanco,65886427,Itzel,,Miguel Hidalgo,19.44075,-99.19724,Private room,600,1,0,,,1,364,0,
26124267,"PH Condesa, unique, unbeatable, in front of Lardo",57676637,Rodrigo,,Cuauhtémoc,19.418149358595922,-99.17523123677063,Entire home/apt,3034,2,53,2024-06-08,3.78,2,172,48,
26331049,Rincón Romántico,131103951,Ivonne,,Coyoacán,19.34334,-99.16961,Entire home/apt,479,1,219,2024-06-22,3.02,2,212,15,
26333764,Estudio Acogedor,198044812,David,,Benito Juárez,19.39402,-99.14554,Private room,388,3,30,2024-06-15,0.42,1,361,12,
26131440,Bohemia luxury Condesa center,55966484,Carlos,,Cuauhtémoc,19.41439,-99.1748,Entire home/apt,3669,2,240,2024-06-16,3.27,1,330,36,
26333903,"PH Condesa. Design, light, great location",1150042,Mariana,,Cuauhtémoc,19.41894,-99.17631,Entire home/apt,3425,3,184,2024-05-27,2.52,2,330,36,
26349216,Secret Rooftop Garden with a Brick Fireplace in Roma Norte,211877,Daniel,,Cuauhtémoc,19.41961,-99.16971,Entire home/apt,,4,43,2024-05-13,0.63,1,0,3,
26133798,"Lujo, comodidad y privacidad! depto. zona polanco",196441218,Laura Luz,,Miguel Hidalgo,19.43758,-99.1903,Entire home/apt,939,1,25,2021-01-10,0.34,1,207,0,
26354729,DEPARTAMENTO DE LUJO,102303355,Camila,,Benito Juárez,19.36366,-99.16449,Entire home/apt,900,180,2,2018-08-09,0.03,1,269,0,
26357360,Comfortable room - Coyoacán - Hermosa habitación,183972660,Liz,,Coyoacán,19.34171,-99.16777,Private room,329,3,7,2023-07-31,0.10,4,218,2,
26139499,Habitación privada en acogedor departamento,193544442,Roberto,,Gustavo A. Madero,19.47494,-99.13875,Private room,500,1,13,2020-03-15,0.19,3,177,0,
26357695,Architecture award winning studio - La Juárez CDMX,198207857,Julio,,Cuauhtémoc,19.42444,-99.1606,Entire home/apt,1040,5,99,2024-06-23,1.38,1,87,32,
26139534,Habitación con balcón,193544442,Roberto,,Gustavo A. Madero,19.4731,-99.1383,Private room,500,1,15,2022-02-28,0.22,3,177,0,
26362473,Amazing Apartment in heart of Polanco,14330246,Rajan,,Miguel Hidalgo,19.42907,-99.19507,Private room,,2,0,,,1,0,0,
26144296,Rustic accomodation in the south of the city.,95435884,Daniela,,Tlalpan,19.293439,-99.152336,Private room,300,1,29,2024-03-05,0.40,2,217,7,
26164866,Departamento de lujo en Paseo de la Reforma,178110636,Fabiola,,Cuauhtémoc,19.43458,-99.15557,Entire home/apt,,2,8,2022-04-11,0.11,1,0,0,
26362789,Mr. W | Gorgeous Park View | 2BR | Balcony,10764020,Mr. W,,Cuauhtémoc,19.416290283203125,-99.17111206054688,Entire home/apt,2794,1,32,2024-01-02,1.06,267,362,4,
26366290,"MASTER SUITE-4 CASA CORP, CONDESA",2547869,Casa Corp Boutique Suites Condesa,,Cuauhtémoc,19.40584,-99.17214,Entire home/apt,1864,1,1,2024-05-25,0.86,10,362,1,
26165732,Heart of the city-spacious-Wash/dry-full equipped,196667152,Piedad,,Cuauhtémoc,19.41497,-99.1795,Entire home/apt,1092,1,194,2024-05-20,3.01,1,359,29,
26366314,MASTER SUITE-5 CASACORP CONDESA,2547869,Casa Corp Boutique Suites Condesa,,Cuauhtémoc,19.40584,-99.17214,Entire home/apt,,1,0,,,10,346,0,
26366428,MASTER SUITE-6 CASACORP CONDESA,2547869,Casa Corp Boutique Suites Condesa,,Cuauhtémoc,19.40584,-99.17214,Entire home/apt,,1,0,,,10,355,0,
26366491,ECLECTIC DESIGN SUITE-A,2547869,Casa Corp Boutique Suites Condesa,,Cuauhtémoc,19.40584,-99.17214,Entire home/apt,1864,1,1,2024-02-24,0.24,10,339,1,
26367167,"Hermoso loft, a ocho min. del centro de Coyoacán",4079778,Rosa Maria,,Coyoacán,19.34394,-99.15787,Entire home/apt,,4,1,2023-07-31,0.09,2,0,1,
26167140,Charming & Cozy flat in the heart of La Roma,12724549,Juan,,Cuauhtémoc,19.41414,-99.15771,Entire home/apt,1156,3,91,2024-06-17,1.24,1,56,18,
26181486,Departamento con balcón  Parque delta #11,2281290,Suites,,Benito Juárez,19.40011,-99.1566,Entire home/apt,606,1,318,2024-06-18,4.34,42,332,50,
26386639,kA Habitación Suite,86392849,Susana,,Coyoacán,19.339290417807444,-99.17785320869932,Private room,1371,1,17,2023-08-21,0.25,5,154,3,
26390248,Cómodo departamento en el sur de la ciudad,57397059,Juana,,Coyoacán,19.33635,-99.16617,Entire home/apt,650,2,120,2024-06-21,1.67,1,118,23,
26188228,Estudio iluminado c/terraza cerca UNAM y metro,189604483,Elsa,,Coyoacán,19.34419,-99.18204,Entire home/apt,570,3,20,2023-09-03,0.32,7,227,3,
26392344,"Private Suite in shared Penthouse, at Roma Norte.",198459526,Ian,,Cuauhtémoc,19.419313430786133,-99.15637969970703,Private room,1000,1,6,2022-11-20,0.25,1,361,0,
26191393,La bodeguita de MaPa,196839762,Paola,,Benito Juárez,19.38762,-99.15755,Entire home/apt,641,1,114,2022-08-19,1.56,2,361,0,
26393522,Moderno departamento en el sur,78052629,Kari,,Tlalpan,19.280612338256596,-99.19309019231821,Entire home/apt,900,183,0,,,1,358,0,
26195354,2 Bedroom Condesa suite with patio,2323816,Nora Patricia,,Cuauhtémoc,19.41465,-99.16866,Entire home/apt,1547,1,143,2024-06-03,2.02,14,352,23,
26393963,Beautiful 3BR 2BTH Apt. in Col. Roma Norte,198471653,Alberto,,Cuauhtémoc,19.42088,-99.16055,Entire home/apt,1506,2,187,2024-06-09,2.62,12,357,28,
26197223,El Caracol  bonito estudio cocina y baño privados,161342389,Erika,,Coyoacán,19.35503,-99.1443,Entire home/apt,445,2,66,2024-05-16,0.92,2,155,11,
26398840,Departamento amueblado,192120957,Mario,,Cuauhtémoc,19.40821,-99.13472,Private room,2000,1,0,,,1,89,0,
26225947,☆Cómodo estudio en centro de Coyoacán☆ Sanitizado,197091490,Maria Teresa,,Coyoacán,19.34823,-99.15949,Entire home/apt,1090,2,183,2024-06-07,2.50,2,142,15,
26409029,Habitación para vivir Garibaldi de cerca,177263114,Jaz,,Cuauhtémoc,19.44536,-99.13825,Private room,,1,0,,,1,0,0,
26230689,"HABITACIÓN PRIVADA, CON BAÑO PROPIO.",183727666,Wendolynne,,Cuauhtémoc,19.4123,-99.15563,Private room,530,1,190,2024-06-09,2.65,2,335,25,
26426087,"Acogedor Depto CM3, ideal parejas, cerca de UNAM",175334111,Víctor,,Coyoacán,19.33843,-99.17724,Entire home/apt,646,1,608,2024-06-23,8.36,1,237,113,
26232072,Roma Private Apartment with Balcony and city Views,34213141,Kevino,,Cuauhtémoc,19.42069,-99.15654,Entire home/apt,1315,1,387,2024-06-09,5.28,14,348,62,
26429155,Departamento privado,198732743,Blanca,,Coyoacán,19.33371,-99.13043,Entire home/apt,,3,22,2020-02-16,0.30,1,0,0,
26232198,Luxury apartment in Polanco - Lomas!,190352554,Claudia,,Miguel Hidalgo,19.43357,-99.21091,Entire home/apt,999,1,337,2024-06-23,4.87,1,138,70,
26438360,Amazing city view !,64466496,Marta & Manuel,,Cuauhtémoc,19.43313,-99.14416,Entire home/apt,1026,1,183,2024-05-20,2.52,3,349,34,
26441372,Casa Paseo Acoxpa. Cuarto Montreal,197062537,Mario,,Tlalpan,19.29519,-99.13624,Private room,330,6,16,2024-03-20,0.24,4,231,2,
26237972,Reforma Av & Four Seasons. Museums safe & nice,21748553,Kibzaim,,Cuauhtémoc,19.42249,-99.1714,Private room,399,10,7,2024-02-21,0.10,1,243,5,
26441539,Casa Paseo Acoxpa Cuarto Amsterdam,197062537,Mario,,Tlalpan,19.29725,-99.13778,Private room,346,6,12,2024-06-13,0.17,4,213,3,
26246260,(A)Espacio super grande en Roma Condesa.Vas a amar,23021265,Jesy,,Cuauhtémoc,19.409189,-99.167007,Private room,434,2,99,2024-04-16,3.15,23,312,28,
26443905,Garden duplex in Condesa-a true oasis!,4483339,Daniel,,Cuauhtémoc,19.41537,-99.17207,Entire home/apt,,14,0,,,1,0,0,
26255938,A+ Cuarto con baño privado en Polanco Penthouse,42943092,Caravansaro,,Miguel Hidalgo,19.43652,-99.20889,Private room,752,1,335,2024-06-09,4.59,11,351,43,
26449125,Great House at amazing location! 14 guests/5 rooms,30708291,Alfonso,,Miguel Hidalgo,19.40302,-99.17332,Entire home/apt,4760,1,129,2024-06-13,1.81,4,166,28,
26257074,Minimalist urban apartment in Polanco,152871120,Liliana,,Miguel Hidalgo,19.4351,-99.19836,Entire home/apt,1893,2,200,2024-06-09,2.95,1,132,27,
26450298,Nice apartament,122554593,Cuauhtemoc,,Cuauhtémoc,19.42772,-99.17423,Entire home/apt,1000,3,31,2023-02-25,0.43,1,84,0,
26258163,Spacious apartment in the heart of Condesa,28473962,Francesca,,Cuauhtémoc,19.41281,-99.1757,Private room,680,2,50,2020-03-08,0.69,1,72,0,
26269177,Esquina mágica en el mejor edificio del Centro Histórico,126106513,Ocio House,,Cuauhtémoc,19.43977,-99.13411,Entire home/apt,764,1,284,2024-06-16,3.89,28,353,34,
26450354,CASA 1. Muy cerca del Centro Nacional de las Artes,198889205,Omar,,Benito Juárez,19.36162,-99.1473,Private room,,2,20,2019-07-14,0.27,2,0,0,
26451119,Capitalia | Bright w/Gym Fast Wi-Fi,27449159,Capitalia,,Cuajimalpa de Morelos,19.36251,-99.28485,Entire home/apt,1434,2,26,2024-06-22,0.39,77,308,7,
26451853,Nice apartment with kitchen,98954209,Silvia,,Iztacalco,19.38654,-99.13223,Entire home/apt,,2,18,2021-09-12,0.25,1,0,0,
26778059,Departamento en Roma Norte y Zona Rosa.,2281290,Suites,,Cuauhtémoc,19.42436,-99.16109,Entire home/apt,1622,1,26,2024-03-17,0.37,42,365,3,
26451913,Capitalia | Fast Wi-Fi & Clean,27449159,Capitalia,,Cuajimalpa de Morelos,19.36251,-99.28485,Entire home/apt,1566,2,40,2024-03-18,0.55,77,361,1,
26782892,Departamento en Polanco con increíble vista a la ciudad. Gym - pool - garage.,13677387,Carlos,,Miguel Hidalgo,19.43699,-99.19921,Entire home/apt,1830,2,233,2024-06-11,3.22,7,337,15,
26452721,Capitalia | Duplex w/CoWork & GYM,27449159,Capitalia,,Cuajimalpa de Morelos,19.36251,-99.28485,Entire home/apt,,2,37,2024-01-19,0.51,77,360,4,
26452831,HABITACIÓN CON BAÑO INTERIOR CASA BOUTIQUE MAM,173286926,Veronica,,Cuauhtémoc,19.4203,-99.16402,Private room,700,1,21,2023-10-30,0.30,3,178,3,
26784737,Loft con jardín en Tlalpan,62304674,Emiliano,,Tlalpan,19.29143,-99.16218,Entire home/apt,773,1,150,2024-06-08,2.08,4,302,13,
26784745,lo mas exclusivo de polanco.,808259,Edith,,Miguel Hidalgo,19.43521,-99.19688,Entire home/apt,,3,7,2019-03-20,0.10,1,0,0,
26452926,"Capitalia | Views, GYM, Patio, Park",27449159,Capitalia,,Cuajimalpa de Morelos,19.36251,-99.28485,Entire home/apt,1487,2,32,2024-05-26,0.44,77,362,8,
26787620,"Antisismic departament, one room near Reforma’s  M",110729692,Guillermo,,Cuauhtémoc,19.43661,-99.16455,Private room,412,2,141,2024-06-25,2.07,3,242,37,
26470531,Departamento con la mejor ubicación de la Roma,178645074,Careli,,Cuauhtémoc,19.40731,-99.16534,Entire home/apt,499,1,286,2024-06-16,3.93,3,55,44,
26474493,"Petty room heart of San Ángel, Itam Unam Televisa",196665949,Tere,,Álvaro Obregón,19.34632,-99.19437,Private room,790,3,65,2024-06-12,0.89,1,358,10,
26800521,Room terrace WC great price for long & short stays,23158627,Maria,,Coyoacán,19.31239,-99.1278,Private room,350,3,58,2024-04-27,0.80,3,313,7,
26807566,Lindo departamento con jardín,62304674,Emiliano,,Tlalpan,19.29126,-99.15982,Entire home/apt,800,1,114,2023-12-23,1.58,4,256,16,
26476676,"Unique Relaxing Mexican apartment, Roma Norte",8933452,Dunia,,Cuauhtémoc,19.41368,-99.15756,Entire home/apt,1796,2,78,2024-06-07,3.68,1,323,41,
26812336,Céntrico loft  a tres cuadras del Ángel,65974808,Alejandro,,Cuauhtémoc,19.42991,-99.16831,Entire home/apt,950,1,652,2024-06-17,9.04,2,353,126,
26816810,Excelente habitación privada,201662698,Magdalena,,Cuauhtémoc,19.43468,-99.16992,Private room,450,2,120,2024-06-25,1.70,1,142,31,
26818777,CASA 2. Por ARTE en CDMX? Muy cercana al CENART,198889205,Omar,,Benito Juárez,19.3596,-99.14706,Private room,,2,13,2019-07-04,0.18,2,0,0,
26492880,Agradable habitación dos calles Embajada Americana,199241808,Patricia,,Cuauhtémoc,19.43076,-99.1687,Private room,370,1,273,2024-06-21,3.75,2,331,74,
26834471,Hermosa Casa en el centro Tlalpan,136997415,Esmeralda,,Tlalpan,19.2868,-99.16282,Entire home/apt,1490,3,115,2024-05-26,1.59,7,40,11,
26494910,Capitalia | Bright w/Stunning Views,27449159,Capitalia,,Cuajimalpa de Morelos,19.36251,-99.28485,Entire home/apt,1556,2,24,2024-03-23,0.42,77,349,6,
26842102,Increíble loft tipo industrial con excelente vista,45747246,Gerardo,,Cuauhtémoc,19.45278,-99.15415,Entire home/apt,,2,2,2021-05-15,0.05,1,0,0,
26497832,"Estudio ""Nieves"" cerca del centro de Coyoacán",128420026,Cathy,,Coyoacán,19.35197,-99.16664,Private room,650,2,63,2024-06-01,0.95,2,358,22,
26500443,Céntrico Estudio en Buenavista,99501994,Ivan,,Cuauhtémoc,19.43977,-99.15216,Private room,471,2,106,2024-05-28,1.46,1,52,20,
26843603,Cozy and huge room in an great located apartment,2374347,Tomás,,Cuauhtémoc,19.42796,-99.17271,Private room,900,2,0,,,1,178,0,
26530314,Cozy and colorful Art Deco apt in Roma Norte,45446007,Adriana,,Cuauhtémoc,19.41478,-99.15597,Entire home/apt,800,3,2,2024-06-18,1.76,1,235,2,
26844274,Discount  Roma Sur,29049569,Maru,,Benito Juárez,19.3998,-99.16843,Entire home/apt,499,5,3,2023-05-01,0.05,1,54,0,
26848086,Apartment in Colonia del Valle,23723657,Loxá,,Benito Juárez,19.37594,-99.16094,Entire home/apt,1000,3,42,2024-04-02,0.58,1,323,7,
26531118,"50% Off Best Hotel Suite, Location & View in SF",14791549,Juan Pablo,,Cuajimalpa de Morelos,19.36088,-99.28039,Entire home/apt,1990,6,60,2024-01-01,0.84,2,358,2,
26850859,"J&C Host-Housing Casa Foro Sol, P/Deportes, Aeropt",201937951,Julieta,,Venustiano Carranza,19.4223,-99.10457,Entire home/apt,2991,3,73,2024-06-25,1.02,1,158,14,
26532144,Departamento 3 rec a una cuadra Hospital Naval,146375407,Luis Humberto,,Coyoacán,19.32569,-99.12221,Entire home/apt,764,2,98,2024-03-20,1.52,1,148,1,
26868613,Depa para compartir en Polanco /Flatshare Polanco,141028133,Carolina,,Miguel Hidalgo,19.43591,-99.18906,Private room,2748,4,13,2022-03-18,0.18,1,364,0,
26556101,Apartamento cerca de Polanco,99871651,Liliana,,Miguel Hidalgo,19.45523,-99.19476,Entire home/apt,1300,7,13,2023-11-07,0.18,1,83,1,
26869842,Departamento completo en la Condesa,46312101,Mariana,,Cuauhtémoc,19.41565,-99.17838,Entire home/apt,1550,4,0,,,1,358,0,
26874547,3 Habitación privada cerca Corporativos Santa Fe,193670488,Victor,,Cuajimalpa de Morelos,19.34947,-99.28988,Private room,380,6,2,2022-12-09,0.03,4,360,0,
26874973,Hermoso Loft en Casa en Coyoacán!,9651335,Ricardo,,Coyoacán,19.34059,-99.15507,Entire home/apt,,1,623,2024-06-11,8.59,3,0,53,
26570467,Habitación privada amueblada todos los servicios,196033032,Sheila,,Cuauhtémoc,19.41701,-99.14944,Private room,230,180,0,,,1,179,0,
26877939,Estancia autónoma/privada Cdmx Aeropuerto/Foro Sol,202169787,Alejandro,,Iztapalapa,19.388080510592083,-99.03913892805576,Entire home/apt,444,1,50,2024-06-06,0.79,1,243,39,
26899214,"Casa Kamffer 3, the studio full apartment",83438226,Cuauhtemoc,,Cuauhtémoc,19.42129,-99.1608,Entire home/apt,,2,47,2024-01-21,0.65,4,0,10,
26590900,Depa de lujo con todo lo que necesitas. 108 m2,199928189,Ricardo,,Benito Juárez,19.39378,-99.16784,Entire home/apt,3773,2,89,2024-06-24,2.63,2,252,38,
26916975,"Sunny apartment in Mexico City, colonia Napoles",2112967,Clara,,Benito Juárez,19.39034,-99.17517,Entire home/apt,824,10,1,2019-04-28,0.02,1,253,0,
26919147,CONDESA  |  Nice & sunny 2 bedroom apartment,202541747,Erika,,Cuauhtémoc,19.40757,-99.17188,Entire home/apt,,2,12,2021-08-17,0.17,1,0,0,
26603752,"Apartamento de lujo en zona céntrica,  sanitizado",109547747,Ricardo,,Miguel Hidalgo,19.44782,-99.17323,Entire home/apt,566,2,50,2024-06-10,0.71,1,239,12,
26920981,"“The  Fountain""  Kitchen, and private bathroom",19927450,Luz,,Coyoacán,19.35317,-99.14732,Entire home/apt,783,1,119,2024-06-23,1.84,8,363,26,
26608339,Bella casa tradicional,182672035,Daniela,,Álvaro Obregón,19.33709,-99.23715,Entire home/apt,1950,1,1,2023-03-25,0.07,3,313,0,
26922891,las aguilas con luz natural 3,182823263,José Antonio,,Álvaro Obregón,19.35708,-99.20386,Private room,340,2,147,2024-06-09,2.04,4,318,33,
26923212,Rento cuarto muy bonito con todos los servicios en Tlalpan apto para doctores o doctoras residentes  muy cerca de zona de hospitales a 5 minutos vigilancia 24 horas Jardín en la parte de atrás,149471857,Claudia,,Tlalpan,19.27116,-99.16678,Private room,,30,1,2018-10-31,0.01,1,0,0,
26626586,Luxury apartment near Polanco &amenities 3BR #CDMX,173880866,Sergio,,Miguel Hidalgo,19.43581,-99.17814,Entire home/apt,9159,30,102,2023-01-03,1.40,1,180,0,
26927215,WTC area. Ideal for Congress.,124647895,Maria,,Benito Juárez,19.39293,-99.16807,Entire home/apt,960,3,78,2024-05-05,1.08,2,143,27,
26633803,Junior Suite 8,2547869,Casa Corp Boutique Suites Condesa,,Cuauhtémoc,19.40584,-99.17214,Private room,,1,1,2023-02-23,0.06,10,351,0,
26950887,Acogedor departamento céntrico en CDMX,39111830,Ana Lorena,,Benito Juárez,19.39322,-99.13303,Entire home/apt,614,2,151,2024-05-31,2.11,1,132,20,
26634011,Junior Suite 9,2547869,Casa Corp Boutique Suites Condesa,,Cuauhtémoc,19.40584,-99.17214,Private room,,1,0,,,10,352,0,
26634196,Suites Melchor Ocampo 445,200211782,Miriam,,Cuauhtémoc,19.42497,-99.17546,Entire home/apt,950,2,163,2024-06-10,2.25,3,265,22,
26955006,Hospedaje en Estudio de Yoga !,121408851,Bernardo Kushala,,Benito Juárez,19.40143,-99.16117,Private room,400,5,31,2022-10-11,0.48,3,365,0,
26955766,Habitaciones  en casa  Ciudad de México,202780875,Daniel,,Tlalpan,19.23944,-99.24908,Private room,578,1,1,2018-11-18,0.01,1,180,0,
26639644,"Unique historic and beautiful Apt, Roma Norte",49342060,Mara,,Cuauhtémoc,19.42001,-99.15935,Entire home/apt,2303,2,146,2024-05-28,2.05,1,253,38,
26978244,Suites Casa Pánuco - Best Location Monarca,15359500,Adrian,,Cuauhtémoc,19.42777,-99.17341,Private room,794,1,89,2024-04-03,1.23,42,202,4,
26639909,Explore Mexico City on foot from a Junior Suite,111031291,Juan Jose,,Cuauhtémoc,19.42712,-99.17129,Private room,,1,15,2022-10-31,0.21,4,361,0,
26643544,Estudio-Hostal,128289979,Enrique Arturo,,Azcapotzalco,19.47142,-99.18839,Entire home/apt,753,1,23,2024-05-30,0.60,1,331,5,
26993324,"Luminoso, céntrico y cómodo!",101473204,Emiliano,,Benito Juárez,19.40001,-99.15295,Private room,650,2,14,2020-03-04,0.20,2,87,0,
26653916,"""El Tapanco"" Downtown Apartment- El Centro, CDMX",101123331,Cuauhtémoc Manuel,,Cuauhtémoc,19.43226,-99.15001,Entire home/apt,1221,2,194,2024-05-26,2.69,2,0,37,
26655632,Loft Parque México,128013741,Paulo,,Cuauhtémoc,19.41266441345215,-99.17034912109375,Entire home/apt,1609,2,51,2024-05-16,0.71,4,365,14,
26994319,Modern European Style View Suite,194265822,Yphwd,,Iztapalapa,19.36019,-98.99846,Private room,,1,0,,,1,0,0,
26663069,C Habitación Queen size a 2 minutos  del WTC,81938418,Lorena,,Benito Juárez,19.39312,-99.17237,Private room,566,1,108,2024-06-16,1.48,10,337,20,
26664701,Panoramic view in the touristic heart of Mexico,122902699,Fernando,,Cuauhtémoc,19.42091,-99.16115,Entire home/apt,2079,4,142,2024-06-13,2.01,1,56,18,
26995974,Habitación Céntrica amplia a 15’min del aeropuerto,201566352,Gabriela,,Iztacalco,19.40035,-99.13361,Private room,280,2,78,2024-01-01,1.09,2,57,5,
26665586,La Concepción corredor Malinche Centro de Coyoacán,123680159,César,,Coyoacán,19.3475,-99.1599,Entire home/apt,5963,3,49,2020-03-20,0.71,1,89,0,
